,price
4511,5500000
3118,11212000
5895,28000000
4669,3550000
6710,12000000
7599,13020000
290,4900000
95,8630000
7107,11500000
2854,2590000
4815,1450000
3877,6200000
6395,5500000
7525,2890000
2839,4990000
2418,6350000
2702,5800000
4368,66000000
1342,4670000
4895,3650000
2125,9200000
6336,7500000
2281,21650000
4572,3550000
2372,9000000
4789,6000000
6439,12900000
6342,28900000
5058,3150000
5532,8500000
43,2500000
4816,5700000
5362,3590000
2997,3550000
3347,1500000
6106,4400000
6819,12000000
6713,4700000
5279,14400000
1903,88545810
1055,5460000
4696,6100000
6127,13500000
2549,10700000
1130,3150000
7381,6800000
4691,10000000
3770,43000000
6417,5500000
6280,3540000
307,11490000
3111,11400000
2684,13000000
994,13900000
6519,2890000
2523,33321206
1317,16500000
7460,4695000
2704,14900000
3428,11000000
5512,41500000
4991,3900000
889,34000000
1969,103977137
334,5100000
2602,10900000
6541,14800000
3486,3491700
6923,8300000
1524,90000000
5965,5890000
3397,29880000
2187,4450000
5751,5990000
5432,2800000
2758,3700000
3364,1328000
3639,24960000
632,7600000
5912,3299000
5364,7082280
913,23000000
1993,8490000
4917,1444600
6858,17700000
6775,5800000
3678,10400000
1338,7200000
878,60550000
3419,85000000
4622,2900000
2009,85021688
5504,11400000
5349,4400000
2175,7800000
1360,4590000
336,5900000
5814,4990000
1785,16500000
2669,15000000
7592,6400000
4898,1000000
496,4290000
4416,7180000
1232,2790000
6833,38900000
3181,4500000
4882,11000000
117,5000000
3067,12000000
927,7400000
1082,5099000
482,5890000
6464,7800000
6499,52000000
6941,2850000
3341,7230000
6279,11900000
6452,7500000
2006,5200000
2096,15000000
824,5150000
5621,4200000
1878,15800000
6697,5100000
7594,15400000
6168,3500000
6343,7600000
84,5500000
1742,58270180
3996,12730000
6163,4800000
2983,2090000
5816,3399000
2271,27122714
2331,35000000
530,8150000
3487,6200000
772,2790000
2352,90000000
7355,9150000
5582,3300000
6622,5200000
5828,3770000
2977,2500000
2124,9250000
6457,6200000
7368,26000000
4460,11000000
6808,21630000
5419,29000000
1707,24000000
6702,19000000
2950,4850000
3063,2690000
1241,9600000
3387,16670000
3459,14900000
2180,90000000
5280,2650000
4969,8200000
127,11500000
5399,7000000
165,4886472
7058,17000000
1574,7390000
3476,24000000
1377,3520000
2722,7390000
488,15400000
2119,50000000
18,7600000
4812,4400000
3180,9300000
2167,3490000
6137,12317000
2265,75400000
1078,10390100
97,4500000
6711,4280000
3379,1250000
6096,26900000
3033,1650000
3433,14400000
462,20000
573,7000000
7067,16000000
5318,7700000
4550,3100000
179,15500000
5482,33000000
4447,3999000
1398,3800000
7379,33835000
4159,27500000
4076,9600000
1661,13000000
1580,17900000
783,24525000
5938,3900000
1860,5400000
6908,3990000
500,8500000
6987,6600000
3006,2350000
2146,6990000
7587,3300000
2015,18279000
2658,7800000
828,8030000
5600,14900000
77,4200000
5849,30000000
1991,17040000
6080,6045000
7555,2890000
6883,10500000
712,14500000
2335,5858000
5743,12500000
5946,5499000
473,4300000
3074,9200000
6355,13500000
795,6640000
121,6300000
4430,1390000
739,8000000
3140,13500000
6637,6800000
1554,7900000
7564,4821740
6543,3950000
2062,9338000
2212,9800000
3676,6790000
31,6900000
2282,4900000
2951,2300000
69,8800000
1509,11200000
6196,10200000
7305,6550000
3448,11720000
4403,17900000
4721,3150000
6271,6045000
4820,2690000
7073,7300000
3501,9954000
3416,32000000
1596,8000000
5452,6990000
6327,7300000
2596,6800000
5307,3850000
4259,6400000
6558,14000000
3457,43000000
2018,68900000
523,7990000
347,12900000
5882,18000000
4273,30000000
6980,16300000
846,51000000
6003,65000000
6870,3000000
5805,21667000
6051,4950000
6988,5800000
7161,12500000
61,5100000
1866,9200000
3046,2000000
7562,5600000
2627,4000000
7627,2790000
5172,2350000
7211,3800000
1636,8200000
5233,1650000
5701,31500000
5405,9000000
3050,2600000
1768,12000000
5060,5200000
3215,6950000
2579,4290000
5403,2600000
7040,6590000
1637,4990000
4829,3250000
2489,72490000
2220,70000000
5996,27899991
2166,14250000
5319,5200000
2332,4300000
7606,3300000
2408,19900000
391,28000
4701,1190000
2572,93820000
6551,15750000
4764,3500000
1449,7300000
6097,15700000
7267,18200000
4767,4648000
2066,14900000
5071,1910000
6130,8000000
3130,3950000
2492,22860000
5134,7000000
250,6020000
1499,11000000
1075,10000000
3515,4980000
6053,16455000
423,3250000
2396,67000000
1115,4200000
5137,2550000
7509,5200000
7062,5700000
5289,12000000
4208,7500000
703,7200000
7560,3500000
6938,5350000
5111,1450000
7577,8250000
114,6900000
4859,3150000
6472,28250000
2445,5200000
2650,25500000
3534,110000000
118,18379000
2102,10300000
2311,5690000
163,3365012
268,13200000
6703,17000000
6405,3100000
5288,11500000
823,3680000
5842,6099000
5604,24500
6189,34500000
6784,8300000
5633,2300000
5914,4300000
6560,46000000
5422,4400000
686,5500000
4525,2670000
6750,26900000
1227,3000000
6874,8950000
3252,6350000
7598,5500000
4717,4500000
7583,4150000
1426,16000000
946,25000000
980,8034000
5733,4500000
14,6170000
2731,5350000
1019,5100000
1161,4790000
6851,25000000
5282,3200000
4832,3500000
1312,13500000
2838,2950000
3138,5390000
5741,4340000
5205,3280000
7603,2450000
1714,23500000
1188,1950000
6968,3200000
4074,25753420
1979,12900000
276,8300000
1533,5200000
6339,54900000
1615,15000000
5256,12400000
6944,7900000
5388,28000
886,8900000
6724,7990000
2327,31410000
1932,16000000
5863,19400000
424,12800000
1795,20000000
5386,9500000
6020,17775000
2989,4784000
2353,3710000
387,13490000
1553,4870000
780,11300000
3690,16500000
4371,9900000
6873,9570000
52,5900000
5006,2190000
6400,16000000
2404,8800000
6071,9890000
3353,3900000
1448,15000000
3463,6263158
3967,43600000
3841,22929060
5114,2200000
6602,4800000
2453,55000000
3502,23900000
2779,5290000
1706,27500000
5216,3200000
3447,32000000
6707,24900000
5776,12990000
3205,4746263
5224,3500000
483,15000
7109,13710000
952,54000000
7078,88900000
71,4400000
3496,9600000
6922,4100000
2003,5750000
6029,61776000
4865,8500000
6840,8200000
1265,7590000
2203,5690000
1660,9116000
3044,1350000
6138,38000000
6631,2910000
2337,8500000
3209,39000
694,6900000
63,4464378
1935,35000000
4870,32500000
6151,17000000
3280,1537000
467,5852000
6479,6200000
414,10650000
6062,7890000
6544,9450000
1532,14850000
716,2700000
3665,7700000
1690,87871550
1309,1750000
2104,6400000
3819,7750000
5891,5400000
6036,5390000
4674,3870000
5905,1990000
1086,2250000
175,10300000
991,19000000
3363,4900000
5748,2290000
2776,2390000
342,6800000
921,18900000
3055,1400000
1547,85000000
5237,6100000
303,4991341
7371,2500000
7130,6600000
6633,40000000
4676,2980000
6859,7800000
5145,7350000
4568,3300000
388,3300000
3373,3079050
2964,2800000
4771,9200000
5041,4400000
2342,9790000
2301,11500000
2788,1290000
2177,64900000
965,11000000
7619,4800000
7125,25500000
5666,14970000
6886,9100000
2484,67780000
4647,3490000
1008,13800000
6741,29000000
1989,22600000
7699,2890000
4518,3860000
4900,9000000
1239,2400000
7690,3750000
5981,20200000
5557,4710000
5401,5300000
1483,12660000
7673,4410000
2558,21000000
3105,8827900
6235,34700000
4330,15400000
1805,5300000
1744,6190000
3096,9030000
3224,5490000
5723,2400000
934,17304000
4933,2690000
6373,38000000
7120,4800000
341,9800000
154,4600000
6517,43000000
761,3750000
383,3490000
319,11845000
1946,11000000
1696,88555799
42,6930000
2885,3720000
6044,2390000
5574,4800000
429,5282366
5825,2940000
5712,4250000
7499,6000000
6950,4300000
744,27000000
773,7550000
7112,70000000
996,15000000
7270,7900000
4370,17500000
1900,8300000
1071,9880000
6570,6790000
956,44000000
1773,12500000
2985,1700000
5314,4900000
6596,6400000
540,12800000
862,22990000
866,43900000
3891,29000000
5795,14700000
1587,109720000
1712,49576173
7536,4190000
4192,17722320
7015,4750000
1780,4970000
4090,18000000
6198,12500000
4540,1250000
3292,3190000
1985,14900000
2781,3700000
389,31900000
4590,2250000
4873,3700000
2385,101400000
5387,6300000
2276,2700000
4528,4800000
2272,57813400
2753,4450000
1897,8800000
7337,3290000
6349,6695000
4388,15800000
6521,14000000
4831,3390000
1666,14500000
5274,8500000
5862,3990000
1787,3700000
7530,3600000
4610,10000000
1914,15000000
2749,35000
2745,6000000
5133,1790000
6072,43000000
1652,4290000
2730,32900000
327,6200000
5267,24400000
6117,8700000
6273,36000000
3675,23218600
6549,3200000
1853,16500000
6776,15000000
3043,7725000
5918,13800000
5676,1890000
7043,3600000
2269,12000000
217,4900000
5835,7700000
5381,16400000
4018,14100000
851,68000000
6263,2950000
6249,26000000
5032,1600000
105,4900000
5407,11500000
5920,3990000
6854,8500000
4628,3500000
3002,1500000
5926,17000000
1525,24500000
3176,1850000
590,8250000
7685,4696000
5291,38000000
2706,56000000
1534,14900000
3518,13800000
3026,1770000
2679,5350000
324,6980000
1258,1990000
6183,4600000
2416,4950000
687,12500000
70,12300000
6777,19900000
2848,6900000
1231,4020000
1142,8900000
7629,3038340
422,5700000
4944,5720000
7498,9984210
2541,75540000
6098,5200000
2217,17550000
5591,15300000
630,6850000
6424,7500000
3254,4700000
5753,11000000
6532,85500000
2351,5995000
2633,17900000
6877,9200000
885,49900000
3629,15500000
653,3500000
1701,8860000
854,21000000
5955,26780000
6585,5900000
3380,3200000
670,5300000
436,5500000
5787,18500000
2118,6592000
5421,5999000
5576,6955000
2660,11750000
151,4200000
3372,2650000
1650,22900000
7081,3600000
6889,7500000
655,5400000
3233,8300000
5555,2300000
4619,4000000
6966,4500000
3982,19570000
144,5500000
5777,12720000
2763,50745300
5619,5250000
4887,2690000
1982,13500000
6236,17600000
3898,7500000
4352,15000000
3649,4500000
6528,5000000
7145,7100000
2300,21980000
5951,2451000
6150,23900000
2974,4750000
5679,20000
7582,16990000
3029,3450000
7677,7300000
6462,17490000
2363,36670000
646,10000000
1382,2500000
7115,10738000
730,7700000
7287,50000000
2430,21500000
3601,18500000
6802,3500000
1408,8500000
6855,2900000
2922,1869000
6949,97250000
6799,23000000
6805,4840000
5514,5400000
1244,3600000
1249,2620000
146,12400000
4246,26500000
5367,23900000
4548,3000000
1852,15510000
4623,5800000
5764,5850000
5774,3900000
1931,6200000
7501,5100000
1166,5000000
2255,25560000
5974,7400000
5744,16500000
6739,20000000
2415,17000000
4618,2350000
2676,43000000
7070,12800000
1918,8700000
2982,3800000
5119,1490000
5332,16500000
4655,5000000
2668,11000000
926,20500000
1515,20500000
403,4300000
5103,3300000
2425,10000000
2907,5400000
6364,40000000
6626,8630000
3182,4700000
491,2872000
1774,19570000
1353,5290000
2218,19900000
3298,2190000
1192,2990000
2198,82000000
6320,30000000
880,15990000
618,6800000
5615,14000000
6729,4500000
4322,23000000
6744,14000000
109,6900000
6241,2750000
5264,4990000
1105,4300000
1369,1890000
706,8850000
258,5990000
6147,17490000
6728,18500000
6595,9000000
2881,5200000
5597,4620000
6022,5500000
6680,12640000
891,16274000
5066,20000000
5460,9650000
3687,27390000
3729,99000000
932,29500000
5500,2400000
6345,10820000
4866,7500000
5711,24900000
1981,15000000
6690,6718500
6587,20500000
1546,30000000
6419,39000000
2577,8200000
2930,4300000
2402,33000000
5090,2990000
3679,5500000
7308,28000000
3004,5700000
917,15500000
2638,24450000
4743,2250000
463,15160000
6092,7490000
6668,8500000
2100,6150000
736,25000
1827,12875000
4519,1990000
859,11000000
3576,10500000
2320,18200000
5983,5300000
6624,14800000
6124,17000000
524,7450000
3603,6631742
417,6200000
4433,3000000
185,5676550
7508,3800000
1977,12700000
6830,24500000
638,6490000
2864,4879000
2158,52600000
4850,2205000
2085,16480000
20,2250000
2350,22780000
6522,7500000
6699,16500000
2356,7500000
335,3300000
3559,24500000
2699,11000000
1975,6516000
7016,8300000
5308,2000000
7018,9500000
1845,19673000
2309,16900000
5936,36000000
7608,5800000
3763,29900000
7505,6000000
506,4260000
635,9400000
3490,12800000
2632,24000000
1824,7450000
153,5511000
937,28000000
7588,5800000
3340,7004000
274,5250000
96,5500000
4651,6500000
6037,5890000
4731,2500000
1893,6798000
5942,15000000
1641,51000000
5584,14700000
1120,9013500
6175,37000000
2953,4390000
7463,11935000
755,6290000
4937,4000000
6721,15600000
6643,6800000
7626,1150000
5519,2200000
5617,5500000
1892,24000000
476,10200000
6366,9984000
3165,2100000
1888,7622000
1970,16000000
6489,7500000
1403,14600000
5752,4200000
6256,8200000
6866,3300000
6001,10900000
1272,2100000
1430,99500000
248,6200000
4914,8500000
2993,5150000
1757,7630000
4683,7670000
1370,5720000
683,3798128
3520,34450000
2833,3500000
5355,2600000
156,4900000
3823,10200000
3899,8950000
1361,2300000
1205,2250000
3293,6900000
6918,14700000
1099,3100000
1715,46900000
1364,2200000
2036,8246497
6598,4400000
3863,16105320
5015,1220000
2378,27000000
3404,8105000
15,8431223
4119,10850000
6413,40000000
5956,7800000
2859,3690000
1418,9810000
1941,22150000
3359,4700000
1686,7509000
516,6400000
3040,8000
5567,2000000
7653,5500000
4426,1650000
1538,10260000
6508,6695000
1149,5890000
564,9400000
5688,12500000
4955,3000000
444,6000000
769,6600000
6379,78502450
5358,10880000
7049,23790000
2748,10880000
1395,5300000
4354,32000000
3088,6010000
5361,6300000
1084,2500000
7162,8500000
7568,4805000
1165,2350000
1990,10165000
4166,23500000
1592,12100000
796,3725881
3296,3800000
2818,4600000
587,5200000
5724,2800000
4210,6100000
257,6990000
2694,30000000
3187,5100000
5402,29700000
6367,15500000
6391,6000000
1260,4490000
3918,13000000
2991,3700000
5152,1690000
145,20620000
6033,10750000
3108,12900000
2957,3300000
954,32900000
6172,12900000
4849,2590000
240,13900000
6136,22000000
